content,sentiment
@hippyofdoom I didn't even get a chance to shop @ Aldi!,2
"@hiracdelest who's the one always working now?  oh yeah, still me.",1
"@hiracdelest who's the one always working now?  oh yeah, still me.",1
@hismuse I sent you a message.,0
@HIstapleface answer my really cool questions,1
"@hitechhall I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip",1
@hitekfame my bad... I am always running...,2
@hitekfame my bad... I am always running...,2
@hithit  missing jmichelle... told you treat me like a step child! smh,2
@HiveMindMovie and Miss Fizzy Duck loves Hive Mind too,1
@hiyer - wait for the third day!!,0
@hiyer - wait for the third day!!,0
@HJSWritergal or you could really do someone damage by cutting in front of them in the star trek line.,0
@hkygrl12 So I'm not seeing you this Saturday?,0
@hl2run Anyone with big fingers  But I've loved it...,1
@HlLLARY @ToniforAsm Hillary for Prez = Obama's third term and that's the last thing we need!! #SemST,3
@HlywdScrnwriter I've thought about it several times . got a few good friends there!,0
@hmigroupllc,0
@hmigroupllc,0
@HMXCasey I sorry,2
@hnnhmllr lmao! You baked non-stop? Sounds like yummy fun!,1
@hnprashanth,0
@hobbz You really think it was that awesome? We'll have to discuss,1
@hobgoods- yeah i went to satellite beach today and it was flattt  it was good for skimming though.,1
"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",2
"@hobosexual lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",2
@hockeygal4ever SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?,0
@hockeygal4ever SSSSSSSSSSMACK!!!! Get back at it girl!  Are you doing WW?,0
@HockeyGal78 yeah back to work  I get out at 3:30 so it's not that bad,0
@HockeyGal78 yeah back to work  I get out at 3:30 so it's not that bad,0
"@HockeyTShirt Folks thought it was hilarious when I told them the story, and then they saw the shirt I wore tonight.  Laughter all night.",1
@Hockeyvampiress glad you have a squeee moment good for you-- I just got bills in the mail,1
@hoezay__x3 trueee,0
@hoganfe i agree,0
@Hogman49 thank you! I really appreciate that babe,1
@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?,2
@hojomo im having trouble finding really yummy egg free ice-cream   #favoriteicecream - got any recommendations anyone?,2
@hokulii Thanks. End up going to Makino Chaya,1
@hokutokonishi which means you're just going to have to come back to vancouver and have it our way! hahah,1
@HollaAtK Hey  Did you have a good weekend buddy?,1
@hollabec Your hair is MY matt ball  &lt;3,1
@hollie__ Thanks. It's SO annoying!,1
@hollie__ Thanks. It's SO annoying!,1
@holliebarden me tooo,0
@holliebarden me tooo,0
@hollingsworth yum. Do you do home delivery,0
@Holly2305 LOL Me too. Going out at 12am isn't as easy as it used to be,1
"@Holly59 you certainly can, and good morning to you",1
"@Holly59 you certainly can, and good morning to you",1
@hollymarie79 I have the twitter but I can't follow you,0
@hollymcombsbr somehow i cant reply to your message LOL and yes i know  Thank youuu,1
@hollypop04 mmm  Where is it Holly?,0
@hollypop04 mmm  Where is it Holly?,0
"@hollyre they are, aren't they.",0
@HollyTheBoss lol. sorry bout today  ..did u get them?? &amp; what else R U guyz doinq cuz i have to C if im eligable [howeva itz spelled lol],2
@hollywills   hi holly  i'll volunteer to try it out first for u! hope ur having a fab weekend xoxox...,0
@hollywills   hi holly  i'll volunteer to try it out first for u! hope ur having a fab weekend xoxox...,0
@HOLLYWOODTONI. Okay kool... I might be touring all summer long but we can make it happen!,1
"@hollywoodtv alison is great around miley love to meet her, when you see her can you tell her to give a shoutout to @brad92190  #1 fan",1
@hollywoodtv just a question.. are you guys liek famous or anything ? haha and MILEY FOLLOWED YOU LUCKKYY ! im so jealous,2
"@holmescnn Oh, I didn't realize its on at 830 as well- already at work- or as today still in the car, don't ask",2
"@home last night after long drive, slept really well, now time for dino's wasstraat",0
"@home last night after long drive, slept really well, now time for dino's wasstraat",0
"@homeandhosed :O goodness, i havn't heard it. i lovelovelove her old stuff though, the overture the underscore is the best album i think",1
@HomeSwapperteam what is the point of your twit on bgt i must be one of the only people you havent found a swap for depite the promises,0
@homeworld http://is.gd/yiOj,0
@honestlyx21 the one you have now,0
@Honey3223   Hey Honey  Bunny here  big bunny hugs,1
@honeychild27 You're the only person to have joined in  #penilewords,0
"@honeyfaery @that_kat I've begged my mum to lt me get them out the attic.. but she wont let me  Waaa... and yes, was spoilt! hehe!",2
@HoneyJune k... i guess i cant help it.... byeee 4eva....  (m really sad),2
@HoneyJune k... i guess i cant help it.... byeee 4eva....  (m really sad),2
@honeytweets I also believe in some things are meant to happen.,1
"@honk4peace Yes, we do love and miss you @ChubbyGayMan Others have told me privately too",1
@honorsociety i like it and all butttt your not going to have it at the august 7th concert which hurts my feelers,2
@honorsociety luvvv it- but one aquestion-why isn't there any full moon crazy tour date for toronto!?!?!?!!??!,2
@honorsociety you guys actually rock  why aren't you going to europe with jb?,1
@honorsociety you guys actually rock  why aren't you going to europe with jb?,1
@Hooded how come? i want pizza,1
"@hookbill YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",0
"@hookbill YAY! Thanks for the #followfriday. #FAILFriday is still winning, though.",0
"@Hooked4Life Sheesh. No crochet? BAH and humbug. And sleep? Um, I suppose I will someday",1
@hookedonwinter   your picture makes me thristy EVERYDAY!,2
@Hoopsiscrazy U think web design wld go down well at the International Brotherhood of Magicians? Maybe. The magic was a success at SXSWi!,1
"@hootsboots Don't worry, the bizarre will find you",0
@hootsuite  Darnit.  See what happens when I avoid teh interwebs for work.,2
@hopefulauthor Thank you!,1
"@hopeluvfaith aww lovely! Hope you had a great mother's day, our little mother hen  did you get in contact with sharn?",1
"@hopeluvfaith aww lovely! Hope you had a great mother's day, our little mother hen  did you get in contact with sharn?",1
@Hopesurvives rest well!,0
"@HoptonHouseBnB Sorry, not meaning to complain, feeling rough and heat getting to me again tonight  Would love to be visiting India though",1
@horcrux01 happy bday!,1
@HornyMe I was kiddin' with you. Shy is not a word i'd use to describe me,1
@HornyMe I was kiddin' with you. Shy is not a word i'd use to describe me,1
@horsekisser He's an amazing jockey! Saw that Clydesdale commercial too..loved it!,1
@horsesaavy82 Morning Amy  xxxxxxx,0
@horsesaavy82 Morning Amy  xxxxxxx,0
@HosamKamel Thanks for the follow man,1
"@hosea24hours I'm still on the bandwagon. Figured I've been on this ride so far, might as well see what happens.",0
"@hosea24hours I'm still on the bandwagon. Figured I've been on this ride so far, might as well see what happens.",0
@HospitalityMan  got the laptop but no golden rings  This weekend's job is to get it all set up - oh joy,1
@HospitalityMan  got the laptop but no golden rings  This weekend's job is to get it all set up - oh joy,1
@hot_music_news Thanks,1
@hot30 can you please have a short stakc competition,2
@hot30 see u bye see u!  i love the hot30,0
"@hotdogwater dayum.  i dont even remember why i started twittering... oh yea, facebook integration.",0
"@hothusband_01 here is winter, but not snow",0
@hotnizz WAH! Sayang...,1
@hotpants79 In two months i will have something of the kinf of prom  and i'm really excited! and you haven't any contact to her?,1
@hotpants79 of course i really hope that this would be his real twitter page! that would be soo cool,1
@hottieann2145 nice to meet ya!,1
@hottieann2145 you live in AJ me too,0
@hottieann2145 you live in AJ me too,0
"@HottSnowflake never.  smh, I don't own flats  lol",0
"@HOTTVampChick Excellent, he will never know, lmao.",1
"@howardlindzon You're such a kiss ass   Looking forward to central, mountain and pacific mother's day tweets.  Don't forget about PEI",2
"@Howby26 hm, sorry to hear that! well, keep holding on! my break is over, i'll go take a nap now!",2
"@howie_d  I'm really happy for u n leigh  thnx for sharing this happiness with us, this means the world to us all!  love ya! Marta",1
@howie_d ...I'm so happy for you guys! COngratulations!,1
"@howie_d Aaaww!! That's so good to know, I'm glad James is doing great  We LOVE you guys! KIsses from Venezuela!",1
@howie_d awww glad to know Little Sweet D and Leigh are doing good...thanks for the updates Howie,1
@howie_d he's a lucky baby. He has a wonderful family  do u know when u could take him at home?,0
@howie_d It's a pleassure making you both smile.  Have a nice day and you are making me smile as well being on twitter.. aahhh nice..,1
@howie_d It's a pleassure making you both smile.  Have a nice day and you are making me smile as well being on twitter.. aahhh nice..,1
"@howie_d thats good to know, and I bet he looks just like you.",1
@howie_d Wish Leigh a Happy Mother's Day for me! It's midnight in NY,1
"@howie_d you're gonna take good care of that little baby and he's gonna be a strong boy, that's for sure",1
@howlertwit AAAAhhhh! you makin me feel all gilty now,0
"@hp5freak Awww, it does remind me of getting ready for the ball.",1
@hrcolors Maybe it had a hot date with a nice little Cesna.,1
@hrmarkus welcome,0
@hrmarkus welcome,0
@Hstreet96 always good to see you - even in cyberspace,1
"@hubermanuela  hey girl, what's up? what r u gonna do today?",0
"@hughhewitt like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed #SemST",0
@hughsbeautiful beast I have had enough,3
@hughsbeautiful It is very cool isn't it  You still haven't bought it... tut tut!!,0
"@hughsbeautiful Oherr it's soon then, do you have plans? I had a party on saturday  x",0
@hughsbeautiful Yes yes she is indeed nuts! ... Like me... though i am not rich  Tut x,0
@hulaflvrdjellyb Heyyy. Everythings good. Happy that I finally got ch.39 out!  I see you got the FAA tee! Lucky! I need to get myself one!,1
@HulantheHoly morning,1
@huma_rashid aww how cute  I like that song a lot,1
@humanabstract anything!,0
"@HuMBush just nothing perfect in life, darn it!",2
@hummingbird604 @brendonjwilson @gregeh But @LeftCoastMama is right: This is like the Cape Breton coal mines but ++. No lessons learned.,2
@hummingbird604 yeah it can be tough some times..,2
@HumpNinja I cry my asian eyes to sleep at night ,2
@Huneychild ....back to a frizz head again,0
"@HungryGirl That's too bad, the movie's really pretty good.  We weren't scared away even by the people in costume.",1
@HuniB Neep a nap-take a nap - respect ur body love,1
@Huntley22 haha fucking hell i know ay. shit son he's just making trouble. we could take him.,3
@hxcfairy No wonder we're married.   Night love. &lt;3,1
@hypahdorkx3 yeah. xD were so close already! xD i can talk to u about anything!  i love u gurrl. x3,1
@HypeDaGreat Oh ok. I&quot;m @ work so no playing for me til later  lol.,0
"@hypernyck if i can get a ticket, but the pickings are lookin slim soo prob not",2
@Hyperopia feeling better now that it' breakfast time,1
@Hyperopia Hi Ok i hope its head comes out of the clouds for you&gt; i love Meadowbank shopping center,0
@Hyperopia Hi Ok i hope its head comes out of the clouds for you&gt; i love Meadowbank shopping center,0
@hypersensitive Aaaawwww. ,1
@hypersensitive oh no  hope your kitty gets better quick!,2
"@hypnophil  it's looking bright, so I think the sun will put in an appearance, and then guess what - lawn wants cutting !!",1
@hypnophil  oh hiya phil am well ta hope u are too,0
@hypnophil  oh hiya phil am well ta hope u are too,0
@hypnophil Good Morning,0
@hypnophil Good Morning,0
"@hypnoticzexy Ooooh, so you're the dream husband. lol =D I saw Stranthorpe on a map today and thought thought of dear Shea! lol",1
@i_am_umlaut oh no!  i'm very sorry to hear,2
"@i_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &amp; @cdeocampo",1
"@i_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you &amp; @cdeocampo",1
@I_Wanna_Be Well who can argue with Gibbs and win? :p Finally.. Someone who knows Gibbs n Tony!,0
"@i0n, OR write a CMS that uses git for versioning  check out rails-git.  I'd be interested in working on something like that.",0
@i420TRUE THANKUS,1
"@iaindodsworth Ha, yea you are so not allowed days of rest, way too many interesting ideas to incorporate into tweetdeck",1
@iaindodsworth Told you that when you got rid of the last one. Did you listen,3
"@IainLiddle When balancing a chair on my chin in the sixth form common room got nothing but sneers, I hung those balls up for good",1
@iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?,2
@iAlejandro Aww I thought you forgot me last night. I was  I hardly have my twitter on my phone so just text me in the evenings ok?,2
@iAlejandro: unfortunately not.  I have to take it to a repair shop or replace it.,1
@Iam04 tea...  Mmmm crispy but no cake  Have headphones!,1
@Iam04 tea...  Mmmm crispy but no cake  Have headphones!,1
@iamalejandra I own maybe 15 pairs of shoes. If that many. I have super huge feet.,0
@IamButton I'm sorry to hear that ,2
@IAmCattSadler Catt i TOTALLY love your default picture! You seem like such a fun mom!,1
@iamchrisc haha  cute. ps thanks for the reply made my day haha,1
@iamchrisc I'm soo jealous right now!!,1
@iamchrisc I'm soo jealous right now!!,1
@IamChrisMann I'm just sick of stupid guys but for a moment u make me believe not all of them suck then I get back to reality,2
@iamdakota oh cool you're gonna be in van ? thats cool i live in victoria. well ur pree awesome girl,1
"@iamdiddy - Me. because my ex boyfriend of 2 years (we broke up 2 months ago) is engaged to his gf of 6 weeks.  sad, embarrassed. Hug?",2
@iamdiddy I don't think they sale Ciroc where I stay..Damn..thats just my luck,2
@iamdiddy I don't think they sale Ciroc where I stay..Damn..thats just my luck,2
@iamdiddy I just wanted to say think u 4 all of the positive tweets! Seeing them makes my day that much better! Thank u and god bless! ,1
@iamdiddy i need a hug i dnt feel so good,1
"@iamdiddy If I knew it was gonna be this kind of party, I would've stuck my dick in the mashed potatoes!",2
@iamdiddy it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight's batch,2
@iamdiddy it is so sad that me and my roommate fry chicken just about every night @ 330 4. We just finished tonight's batch,2
"@iamdiddy my lil sister Charese, her best friend passed today",1
@iamdiddy Well....not the Spurs!!!,0
@iamdiddy yeah except the spurs aren't in the champs like they usually are.,0
@iamepiclyamazin but....why?!,0
@iamepiclyamazin but....why?!,0
@IamFakeBlood see u Next Saturday With Mr @atrak,1
"@iamfrances nope  i wasn't home went it was on but i will soon,",0
@iamglennie how fun!  Invite her to the hhs group,1
@iamhenrymorgan my screen is covered with BLUR ...  how's ya day been kiddo ?,2
@iamhenrymorgan my screen is covered with BLUR ...  how's ya day been kiddo ?,2
@iAmiAdam Hes away longer then me. Im only away for a few hours,1
@iAmiAdam Hes away longer then me. Im only away for a few hours,1
@iamivanxxx That sucks to hear. I hate days like that,3
@iamjonathancook,0
"@iamjonathancook goodnight, God bless",0
"@iamjonathancook goodnight, God bless",0
@iamjonathancook here's a quote for ya: jesus built a bridge with 2 boards and 3 nails.,0
"@iamjonathancook how old is jonathan jr? I've got four cockatiels, they're two years now",0
@iamjonathancook must go to strawberry fields!!,0
@iamjonathancook you are adorable,1
"@iamkeshia happy birthday keshia, keshia, bo beshia",1
"@iamkhayyam Haha, i came home from a long night out, and all i saw on Tweetie was Khayyam Wakil. I usually don't announce and shit - LOL",1
@iamkryssa twitter does not suck missy love you,1
@iamlauren its never-ending,0
@Iamlegend01 u don't have school today????,1
@iamlittleboots all my recording eqpmnts out. a full day 2 myself and minds gone blank. outfit for G-A-Y still nt arrived eitha,2
@iamlittleboots happy birthday,1
@iammandurr your'e a freak,0
@Iamme828 No becuz we're being honest! Lets look at the big picture..my happy ending with the smile on my face,1
"@iAmNauj can't.  wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what're u doing up???!",2
"@iAmNauj can't.  wish I was sleeping. Gotta be at work in less than 4 hours... Wait, what're u doing up???!",2
@IamNewYork nuthin much just gettin ready 2 head bk 2 wrk  n u???,0
"@iamoph i just want you to know, im still here for you. whover,whatever makes you happy, thats all i want for my sister",1
@iampritty lol man i got 2 1 /2 hrs an iont how i woulda made it wit out my ramen noodles and t.v. Time,0
@iampritty Oh! Outside? Glad to see you didn't melt!!,1
@IamRah Peace to you too  How's the day treating you?,0
@iamraphael to bad yo dint cast to late times like 4am,0
@iamraphael to bad yo dint cast to late times like 4am,0
@iamrehman @barbarawaterst @myob247 @hiannie @Jan_Geronimo @JavierChua @ScottATaylor @ozsultan Thanks for sharing with your friends!,0
@iamsemmi Im Drinking Right Now  Hot Tea and Honey!... Take care u too,1
@iamsemmi Im Drinking Right Now  Hot Tea and Honey!... Take care u too,1
@IamSoMe  aw. how nice  haha,1
"@iamsuperbianca Oh, and I went with my friend to MYOH last night but they ran out of tarsier pins. So sad. He was really cute.",2
@IamTam not having your lights on concerns me! Lol! Stay safe!,1
"@iamTAYON I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",1
"@iamTAYON I would if I was drivin :\ hahaha. but get me a Carol C. Special, yeah?",1
@IamYeTe Waraku is tasteless and expensive! Portion is so little!!!!!  re: waraku,3
@Ian_Stokoe I bet! I can imagine how much work it is making a movie. I can't wait to see it,1
@iancantdecide hey ian.. May 7 din ako..  maybe we'll see each other.. or not.. cuz diff. schools tayo.. hahaha la lang.. :p,0
@iandstewart I can honestly say that thematic had a big part in my blogging enthusiam ~ I love being able to do what I want,1
"@ianiv No, it's not",0
@iankintzle Come visit Iowa. k?,0
@iantalbot  ah you say the nicest things,1
@iantalbot  Who was it that said Vive le difference to me only the other day? ;-),0
@iantalbot it wasn't me honest. You do REAL art,0
"@iantalbot Sion and Sierre are very close about 20 km, about a 110 from where I live .  No comment about the SWiss Army dog tags",0
"@iantalbot Sion and Sierre are very close about 20 km, about a 110 from where I live .  No comment about the SWiss Army dog tags",0
"@ianthrelfall Hi Ian!! How did the gig  go?? See you soon, love you xxxx ",1
@ianvisagie Why???,0
@iAquarian I heart Mela so so much cept last time I went they booked us in on the Saturday instead of the Friday and wouldn't feed us,2
@iaretanja I forgot to put something  on that is very essential to my day.,2
@iaretanja I forgot to put something  on that is very essential to my day.,2
@ibanezShezz i like the optimism,0
@ibeatcancrtwice thanks...I even washed behind my furry ears  you look marvelous too,1
"@IBGPN noboby's behind. I think I lead with $14,8 so far",0
@icammodel thank you,1
@icemist @sankeertanan Have fun! Wish your mums a happy mother's day for us!,1
@icemist @sankeertanan Have fun! Wish your mums a happy mother's day for us!,1
@Icethevillain hmmm; somewhat.. i would say more spontaneouz,0
@iceweasel im eating sliders at barjohnnys! (theyre pork tho not beef  still on the search...),0
@ichliebexdich  hhahaa!    its well strange just woke up to an empty house ahah  lolllllyyyyyyyy&lt;3 love that dog,1
@iconermaddyct I wish I could get twitter to upload my background of M,0
@icywhitelady sigh it's like we've been waiting for that opportunity forever but it just never comes.  this swine thing will last for long,2
@idangazit I don't find this stuff amusing any more,0
"@idann, now that sounds better",1
"@IdeasCulture w00t, have a red wine now",0
"@idibs oh, a really good 1 dude, thx... added",1
@idlemichael I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting,1
@idlemichael I will watch that at some point. Have it on hd but Stace also wants to see it in hd so waiting,1
@IdleThumbs Up is out?  I didn't get the memo   It looks amazing.,1
@IdleThumbs Up is out?  I didn't get the memo   It looks amazing.,1
"@idmoore Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we've got Dog stuff to do Sunday",1
"@idocpro @sorchamorrigan Dany, meet Sorcha, Sorcha, Dany.   Now you know each other. :-p",0
@idolart Good morning,0
@idolart Good morning,0
@Idolfanaddict haha. u can look up best week ever podcast on iTunes. it is May 1 episode  he seems more relaxed &amp; funnier than on Idol.,1
@Idolfanaddict haha. u can look up best week ever podcast on iTunes. it is May 1 episode  he seems more relaxed &amp; funnier than on Idol.,1
@IdRatherBeSki @siriuslyheather They follow me,0
@IdRatherBeSki @siriuslyheather They follow my,0
@idreamofjeanny Chowder is the shit!!!!!!,0
@idreamofjeanny Chowder is the shit!!!!!!,0
@IfeBaby,0
@iFelixGonzalez really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes,1
@Ifightboys,0
"@ifyoucdenise kk, awesome.",1
@iggyp We gotta hand out when you get back.,0
@iggypintado Thanks  Will Do,1
@iGoByDoc Noes! No kills spiders. They are mostly good. They eat bad bugs. They make WEBS like we do. So you are smushing one of your own,2
@igortizz hahahahaha u look really good in ur picture,1
"@igzzie Easy, I'm trying to learn   Serious and normal....two new words for me ;)",1
@ihatecrayons http://twitpic.com/4w75p - I like it!!,1
@ihatemornings great show on Friday champ. Enjoyed it,1
@iheartmissy http://twitpic.com/4i8kk - How pretty !,1
@iheartrachael no its pre made jelly and its for me and bradie,0
@iheartrachael no its pre made jelly and its for me and bradie,0
@iheartreading hey sorry i just got the tweet about the puppy... and someone already got it,2
@iheartrendering awww. its cool. i ate too much ice cream,0
@ihl so glad you like that song ,1
@Ihnatko Huh. I'll have to try that (for no other reason then just to try it,0
"@iHolleeee i miss you too; i need to talk to you, i keep screwing up ..  lovee u !",2
@iHolleeee well now i do,0
@ihuntmidgets I just wish @kimmikennedy would send a bruh a DM 'I won't be on til' so I don't waste my erection on a bot,2
@ihuntmidgets I just wish @kimmikennedy would send a bruh a DM 'I won't be on til' so I don't waste my erection on a bot,2
@iiacovou  hiya!  did you get a picture of your converse?? GET YOUR CONVERSE OUT!,1
@iimJacko O dear! HE'S HERE! OMGOGMGO.. U didn't see that I was going to fuck u..?,1
@iJanette http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,0
@iJanette http://twitpic.com/4wl7x - Very pretty Janette  I have that exact same Hey Monday band!  And its on the same arm :O,0
@ijoostin Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.,2
@ijoostin Not so good  I think that's my fault though - didn't use buttermilk. Recipe was on back of the flour.,2
@IJsthee Or your mobile doesn't like me,1
@ikklePickle haha I fail  just remember sohcahtoa xD,1
@ikklePickle haha I fail  just remember sohcahtoa xD,1
@ikonora Have a great night!,1
"@ikostar well, if Twitter was $1 a year, I think it'd be a lot easier to monetize than at $30  Less need for differentiated pay/nopay.",1
@ikovannoy seperate = Yum. Together = gross sounding.,0
"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick",1
"@IkramShahnawaz Oh I love 'em, but when I think about the kind of preservatives they're using to stay &quot;just-baked&quot; it kinda makes me sick",1
@ilan_peer you ll soon be back  just replace topify email in twitter settings and that s all,0
@ilan_peer you ll soon be back  just replace topify email in twitter settings and that s all,0
@IlanRubin Freaking awesome job tonight! You seem to really be having a lot of fun. I have some pictures I wanna send you..,1
"@ilaxX nuuuuu, i totally love may, it's the best for me cos i was born in may",1
@ileanedover HEYHEYHEYY happy star wars day   watcha doin this friday? up for a movie?,1
@ilhongy would get u some if u were here,0
@ilhongy would get u some if u were here,0
@ilicco I don't have an invite  i might try Mr P Bale for an invite,0
@ilikepeanuts supp?,0
@iliveinbetween i graduate at 9am on Sunday June 14th...,1
@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.,1
@IljaCoolen Thanks! Just used a therm to pry it out. Was like concrete! Blood and everything!  He's doing a lot better now. Thank god.,1
"@illegalvenez Mmm, comfort junk food. That sounds good. I always preferred Wingstop",1
@illuzion11 You right...we are &quot;arguing&quot; about nothing...I thought it was healthy conversation,0
@illuzion11 You right...we are &quot;arguing&quot; about nothing...I thought it was healthy conversation,0
@iLoveDarkEdward    Go get 'em!  lol,0
"@Ilovefal b/c &quot;we&quot; ONLY have Baby Phat, Phat Farm, Applebottoms &amp; FUBU!! And they come up pretty WEAK!! Double",2
"@Ilovefal b/c &quot;we&quot; ONLY have Baby Phat, Phat Farm, Applebottoms &amp; FUBU!! And they come up pretty WEAK!! Double",2
"@iloveicetea haha when is it? good luck babe  &amp; UPLOAD A PHOTO, WILL YA ?",1
@iloven3wyork Thanks,0
@IlseDeLange An elephant? LOL Try painting it from the back,1
@Im_2nd aww thanks!,1
@Im_Queen sorry if I got u sick.,0
@IMACLASSIC Hey,0
@iMacstu cool thanks for that. ,1
@Imageglow you will have to unfollow some people that are not following you so you can follow new people,0
"@Imagelimited http://79.170.44.101/buma.ro/ temporary address not working either, m8. They must have done something to the domain",0
"@ImagesAndWords or so a month. I put my 2 week's notice in a little over a week ago, my last day is this friday!",0
@imagined learn learn!... we can learn together!,1
"@Imaginethemusic I love it! adorable, just about to listen to songs now ",1
@imalexevans He he i wish i could go to the gym,0
@iMBA haha Good job getting close. Her eyes are set somewhere else though,1
@iMBA Ur welcome,0
@iMcFly I didnt save those links! I dont need distractions.. I just need motivation,0
@imeldalaura it's a woodchipper &amp; it's gonna top off the weekend just nicely,1
@imfunsizee and jarita i'm going home now and i'm with two hot guys  drool.,2
@iminditch yesh and that potato guy is online... but hes not live,0
@imjstsayin lol  damn...I love those things too,1
@imjustcreative com'on dude always think that things can get worst,2
@imjustcreative having a F**Kin' great day over there Graham isn't it,1
@IMjustDaNNi Awww thats not fair to me. Now im a lil sad,2
@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!,2
@imjustlalayone damn girl I'm so down but ya gotta let me know so I can get my kit together &amp; I got a flyer  Any next weekend? I&quot;M DOWN!,2
@Imkeepingup have your own style. it just might work.,0
@Imkeepingup which would actually be pretty damn sad   maybe my next conquest will be west coast boyz!!  ??,2
@imkeshav I love flock on ubuntu,0
@imkeshav I love flock on ubuntu,0
@Immunerock Good luck on Monday!  Keep on rockin',1
@Immunerock Good luck on Monday!  Keep on rockin',1
@Impala_Guy Hello - i???®?´m back  Hope that happens not occasionally as on wednesday,2
@Impala_Guy Hello - i√Ø¬ø¬Ωm back  Hope that happens not occasionally as on wednesday,2
@Impala_Guy I???®?´m afraid yes - both are true  I hope u r not disappointed yet,0
"@Impala_Guy In the past it was ok but since i???®?´ve got my own appartment, my own car........it???®?´s very difficult to save the money",2
@Impala_Guy Maybe we will meet later again my friend - would luv too )) I???®?´m still at the office and have a lot of work,1
@Impala_Guy Maybe we will meet later again my friend - would luv too )) I√Ø¬ø¬Ωm still at the office and have a lot of work,1
@Impala_Guy Would luv to hear music too but i???®?´m out of batteries - the tv plays besides but i think this is some kind of vampire movie,2
@impaulgriffiths pauly wallly ! you made my life fucking happy as hell and i love you x3 you should reply back to me,1
@impossiblecat oh gosh! sorry to hear...  I think those ads are over the top. wonder how successful those ads are....,2
@imreallywildin u callin me grimmy,0
"@imseth no, not yet  i have 3 weeks left!! :O do you have summer holidays now?",0
@imsoapee Hang in there. I can be there in about three more hours.,0
@imsoapee Hang in there. I can be there in about three more hours.,0
@imsomiami86 i been coolin and shit ya know me,1
@imthinking i loveeee john ritter,1
@iNanz bet sexy; i added u on myspace!,1
@iNanz bet sexy; i added u on myspace!,1
"@IncomeDiary Sure, its easier to login every day and make posts as an admin or mod, but ill try",1
"@IncrediBILL actually, web works fine. tweetdeck keeps crashing  i'm in NJ today avoiding nascar",0
"@IncredibleLAGO I'd be soo honoured if u cld chk out my beats, perhaps sm advice on wat I nd to do 2 improve da overall sound of my music",1
@indiekuri you tell us,0
@indiepixie omg a roach was in my room for the first time ever in this apartment today. I hope I don't have Patricia luck next,1
@indigofish911 Ooooh! I thought eggos were some kind of synthetic egg or egg sustitute or something. You crazy Americans,1
@IndigoGardens Lol! Joyologist? Love it - much better than the happy freak who can't stop smiling  Enjoy Monday!,1
@indysawhney seems like u r just pushing your #wcm site. i really cant beleive you are an IT pro and havent heard of #joomla or #drupal.,2
"@inesperado Glad to hear you'll have your 1st tournament soon. As KSN says, &quot;We need more practice!&quot;",0
@iNetters thank you,0
@InfamousDolly oh yeah them too. LOL,1
@Infidel007 people ask a lot.. and plus i thought id contribute to a SYKES to the trending topics,0
@inflight1  we get so bored with routine.. lol!,1
@inflight1 that sucks mama,0
@infobunny Ouch. Realising how sheltered my upbringing was.,2
"@infovestment LOL, very true. I've been keeping an eye out for that - they arent very tech savvy so I've been alright thus far",1
@ingegoesbroadwa sounds like you're having a great time,1
@ingek73 I'm on blip but can't get it to work on me iPhone,2
@IngridHolliday good morning,1
@inkcircles Thank you!,1
"@INKDMOM I know, right?!? I have such a lead foot",1
@inkophile I have weekends like that too - almost always at the end of &quot;one of those weeks&quot;!,0
@inkrediblenyc hey Lonnie! I'll be there next weekend  I can't wait.,1
@inlovewitharmy Hehehe. ) I`m nice,1
@inlovewitharmy i knoooooooooooow,0
"@inlovewitharmy Southridge was moved a week later cause of Swine flu, i think",2
